total_lines,LOC,blanks,comments,rawVersion,version,addresses,assemblyStatement,block,contracts_definition,contracts,doWhileStatement,emitStatement,events,forStatement,functions,ifStatement,inlineAssemblyStatement,interfaces,libraries,mapping,modifiers,payable,public,pure,returnStatement,revertStatement,simpleStatement,throwStatement,tryStatement,view,isVirtual,isFallback,whileStatement,cyclomatic,abiLength,abiStringLength,bytecode,contractAddress
1605,855,186,408,^0.8.0,0.8.0,58,0,52,18,1,0,0,11,41,78,41,31,11,6,0,0,1,0,12,18,0,0,0,1,39,0,0,0,161,6,483,8448,0x0317650Af6f184344D7368AC8bB0bEbA5EDB214a
161,83,18,21,^0.4.23,0.4.23,15,0,12,1,1,0,3,3,0,10,0,8,0,0,0,2,1,0,0,0,0,0,0,0,2,0,1,0,10,72,1617,3080,0x0000610024bae4de00eb00ee7ee8321e4cc900b9
161,83,18,21,^0.4.23,0.4.23,15,0,12,1,1,0,3,3,0,10,0,8,0,0,0,2,1,0,0,0,0,0,0,0,3,0,1,0,10,72,1610,3080,0x00000100f2a2bd000715001920eb70d229700085
161,83,18,21,^0.4.23,0.4.23,15,0,12,1,1,0,3,3,0,10,0,8,0,0,0,2,1,0,0,0,0,0,0,0,3,0,1,0,10,72,1610,3080,0x00006100f7090010005f1bd7ae6122c3c2cf0090
1613,668,193,224,0.6.12,0.6.12,127,0,131,11,4,0,12,8,29,95,29,3,2,4,11,1,1,0,10,70,0,0,0,0,29,15,0,1,154,186,6605,15148,0x018990f3109f70afe696542f348e6dad8647cb97
162,121,27,3,>=0.5.17,0.5.17,39,0,20,6,5,0,6,3,1,26,1,0,0,1,3,1,3,0,4,7,0,0,0,0,6,0,2,0,28,155,4577,12470,0x027dd02fb1aecc5b47084310eec436f55ebb508f
162,127,10,22,^0.4.20,0.4.20,8,0,24,2,1,0,0,0,2,22,2,0,0,1,4,0,3,0,5,16,0,0,0,0,10,0,0,0,26,213,4399,11218,0x0057826d01b84775dbc9b3a5ba1152b095988481
162,96,38,5,^0.4.26,0.4.26,25,0,16,3,2,0,0,3,1,14,1,0,0,1,4,1,0,0,4,10,0,0,0,0,2,0,0,0,16,148,3782,10066,0x0377275a82d619ce40e73a46eedf4a94497a45e1
163,76,25,19,^0.4.26,0.4.26,21,0,10,6,5,0,0,2,0,15,0,0,0,1,3,0,0,0,0,9,0,0,0,0,0,0,0,0,15,95,2361,6518,0x02163178f5de7e55eb3f4008a153523910e9d738
163,84,19,21,^0.4.23,0.4.23,15,0,12,1,1,0,3,3,0,10,0,8,0,0,0,2,1,0,0,0,0,0,0,0,3,0,1,0,10,72,1610,3084,0x0000852600ceb001e08e00bc008be620d60031f2
1634,722,233,203,>=0.5.4 <0.6.0,0.5.0,241,0,117,19,8,0,13,10,11,111,11,0,9,2,13,17,2,0,14,53,0,0,0,0,36,0,1,1,134,258,6712,29296,0x02a9bb92365b72fb735364af2af55ebfa9eb02c2
164,129,25,10,^0.4.15,0.4.15,8,0,22,1,1,0,0,3,10,8,10,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,1,29,127,2747,2,0x0248f089a622b74cebaa62573605af9a44966bf1
164,91,26,11,^0.5.8,0.5.8,26,0,14,4,3,0,5,2,1,17,1,0,0,1,3,0,0,0,4,11,0,0,0,0,4,0,0,0,19,119,3811,4278,0x02E3048e9eb0d730Ca3F5f47B890c83d571D9A35
164,91,27,22,^0.4.24,0.4.24,16,0,17,2,2,0,3,1,2,12,2,0,0,0,1,1,1,0,0,6,0,0,0,0,5,0,0,0,16,90,2012,8124,0x004e702aa7e3850f7da045f65da3218059b09381
1642,741,193,170,^0.8.7,0.8.7,107,0,125,19,2,0,6,4,22,105,22,4,5,5,11,2,2,0,19,64,0,0,0,1,37,42,0,3,153,0,2,174,0x028a03dfef5635ed99a7168f350ffcfbd2b33bfe
1643,621,262,194,^0.5.0,0.5.0,123,0,116,22,16,0,9,5,13,120,13,2,2,4,11,1,1,0,17,58,0,0,0,0,49,0,0,2,148,151,4188,11866,0x0333f63c8ed192ab07b70d67d18f787198c89fef
1646,672,242,179,0.5.17,0.5.17,166,0,112,21,18,0,8,4,5,127,5,0,2,1,9,3,1,0,13,46,0,0,0,0,34,0,0,0,137,34,1427,19364,0x02c703aad3ba47bfc185c03082f942d34d645efc
165,101,27,34,^0.4.25,0.4.25,22,0,35,3,3,0,1,3,3,30,3,0,0,0,3,0,0,0,0,24,0,0,2,0,15,0,1,0,36,336,7591,27618,0x0323f30110edff988f8d6aac8c3108681a501d38
165,108,31,71,^0.4.11,0.4.11,21,0,13,3,3,0,0,3,21,12,21,0,0,0,4,1,0,0,0,13,0,0,13,0,0,0,0,0,54,145,3712,7790,0x025abad9e518516fdaafbdcdb9701b37fb7ef0fa
165,121,28,2,>=0.5.17,0.5.17,39,0,20,6,5,0,6,3,1,26,1,0,0,1,3,1,3,0,4,7,0,0,0,0,6,0,2,0,28,155,4577,12470,0x00294f75ad3fbd51f0359b82fc7fbfa18e83584a
165,79,23,19,^0.4.13,0.4.13,21,0,10,6,5,0,0,2,0,15,0,0,0,1,3,0,0,0,0,9,0,0,0,0,0,0,0,0,15,98,2311,7142,0x01aa8709b876a5896a6f299878e1c35b184084c1
166,108,40,7,0.5.4,0.5.4,26,0,18,3,2,0,6,2,1,17,1,0,0,1,3,0,0,0,5,14,0,0,0,0,3,0,0,0,19,151,3527,10426,0x010589b7c33034b802f7dba2c88cc9cec0f46673
167,78,16,37,^0.4.16,0.4.16,16,0,10,3,2,0,0,2,1,10,1,0,1,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,12,111,2908,8616,0x02b7b8e795abdae90b48a00f720ca9f5a07802d1
167,78,33,23,0.4.24,0.4.24,19,0,14,4,1,0,0,2,1,19,1,0,1,2,0,0,0,0,5,9,0,0,0,0,6,0,0,0,21,37,769,2230,0x01b5420c9beccf458461af5e0b1a6b072879f630
167,93,33,53,^0.4.4,0.4.4,25,0,22,3,3,0,0,2,6,16,6,0,0,0,3,0,1,0,0,11,0,0,3,0,0,0,1,0,28,147,3553,10610,0x02d507503f52c4238bf1f24b42cb884c3f25e1fd
168,118,30,16,^0.4.11,0.4.11,17,0,21,4,4,0,5,2,12,24,12,1,0,0,1,0,0,0,3,18,0,0,0,0,11,0,0,0,48,87,2287,8150,0x02cb5958a36145efbacb99fac2614657bf20d4e8
1682,670,257,190,^0.8.0,0.8.0,112,0,127,15,2,0,6,4,20,106,20,3,5,3,11,4,5,0,17,59,0,0,0,1,37,39,0,3,150,270,8379,41992,0x02eac394763be809efdc3ec86cb89b8967c50d89
1683,855,270,146,0.6.12,0.6.12,159,0,134,13,1,0,9,12,36,121,36,2,7,3,13,1,5,0,20,42,0,0,0,0,19,7,0,0,193,423,15543,40598,0x03c22f7b8753af9d1fde77cb56ff000f29475c81
1686,788,264,156,^0.8.0,0.8.0,104,0,104,15,2,0,6,4,16,91,16,4,5,3,10,2,2,0,7,51,0,0,0,1,43,35,0,5,129,201,6966,27640,0x03ea00b0619e19759ee7ba33e8eb8e914fbf52ea
169,63,34,12,^0.4.18,0.4.18,14,0,17,3,3,0,0,3,5,7,5,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,17,79,1995,5376,0x02766dd5f3a8d8840970b939c5432a9eb01f25b6
169,64,33,40,0.6.5,0.6.5,9,0,9,3,1,0,0,0,3,10,3,0,2,0,0,0,0,0,4,6,0,0,0,0,6,0,0,0,16,18,545,3368,0x0319a976c8dea5d31d1cf36eaffd8bec14957179
169,76,19,20,^0.4.24,0.4.24,17,0,12,3,3,0,2,2,0,12,0,5,0,0,0,1,2,0,0,0,0,0,0,0,3,0,1,0,12,59,1324,3426,0x034e9e82e49cf5d1c2307e06a27d1ccfa15ab275
1698,1221,13,404,0.4.18,0.4.18,103,0,128,11,8,0,0,11,38,64,38,0,0,3,6,3,4,0,13,18,0,0,0,0,21,0,4,1,141,168,4718,18142,0x03e0f73a93993e5101362656af1162ed80fb54f2
17,11,2,1,0.5.1,0.5.1,2,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,8,161,732,0x03e82c5c236da52a7f5f44d811f324ab437e151e
1706,643,338,600,^0.6.0,0.6.0,181,0,114,17,6,0,20,30,18,158,18,0,9,1,6,10,0,0,9,51,0,0,0,0,76,3,0,0,194,319,11349,35028,0x02Ca9F2c5dD0635516241efD480091870277865b
1707,797,215,171,>=0.5.0,0.5.0,217,0,104,11,2,0,18,19,24,143,24,3,5,2,9,5,6,0,26,58,0,0,0,0,42,7,0,1,192,306,11653,41952,0x0204a6bbb1946c1174f4bb5e5f823b341afef5f6
1709,823,254,156,^0.8.0,0.8.0,101,0,103,15,2,0,6,4,15,91,15,4,5,3,9,2,2,0,7,51,0,0,0,1,43,35,0,5,127,216,7335,48918,0x00000000000b7f8e8e8ad148f9d53303bfe20796
172,133,26,52,^0.4.10,0.4.10,21,0,20,5,5,0,0,2,17,17,17,0,0,0,4,1,1,0,0,4,0,0,17,0,0,0,1,0,51,160,3578,7320,0x0290ea3c728981725689187763f6c63a68e192b8
172,89,16,32,^0.4.16,0.4.16,19,0,13,3,2,0,0,2,1,12,1,0,1,0,3,1,0,0,0,5,0,0,0,0,0,0,0,0,14,135,3467,5858,0x00430f32b8e77a456d0ab7e6f1dc1b84f4ae62e0
173,75,31,25,^0.4.17,0.4.17,24,0,14,2,1,0,0,3,1,11,1,1,0,1,3,0,1,0,2,4,0,0,0,0,2,0,1,0,13,120,3227,4760,0x038da599a137f89f49b43cd0d561d5e159058b60
1733,639,237,147,^0.8.0,0.8.0,116,0,118,15,3,0,10,9,19,102,19,3,5,3,10,2,1,0,17,59,0,0,0,1,34,39,0,3,144,68,1993,5356,0x02141099a9f438df1c0c53d0addbcc0b2758d1aa
1734,1353,231,188,0.6.12,0.6.12,385,0,148,28,10,0,14,23,34,193,34,2,10,8,7,4,10,0,36,13,0,0,0,0,46,25,0,1,262,151,11875,35526,0x02570633c9c83Fc1D188e120FD6C88190acE115d
174,122,32,8,^0.4.24,0.4.24,30,0,19,7,6,0,7,3,2,21,2,0,0,1,3,1,0,0,4,13,0,0,0,0,6,0,0,0,25,132,3328,5008,0x01fcfc886b2f9b882bd360e11302b6ea6bd9290e
1742,793,219,155,^0.8.0,0.8.0,95,0,129,14,2,0,8,6,23,98,23,4,4,3,6,3,4,0,26,69,0,0,0,1,28,36,0,5,150,202,6791,38980,0x0337A552382dC9767BECd99bD5cAa11992F78E8d
175,120,29,37,>=0.5.10,0.5.10,20,0,22,2,2,0,1,2,0,14,0,1,0,0,4,3,0,0,1,3,0,0,0,0,2,0,0,0,14,128,3894,17774,0x029c6ef55d0f3940eca445567951c1eb87f49462
1754,1413,205,157,^0.4.20,0.4.20,49,0,235,10,6,0,13,8,104,153,104,15,1,3,12,9,14,0,36,141,0,0,0,0,1,0,1,5,366,129,3459,30958,0x028377b5d7efc17c8450c70444c17ab317109f5f
1759,581,267,191,^0.8.0,0.8.0,104,0,112,19,3,0,14,10,9,109,9,2,5,3,9,4,2,0,8,54,0,0,0,0,41,49,0,3,130,330,10897,21818,0x02E5bBdf753A2E8603A0E332E31a1a2397263E7a
176,117,53,3,^0.4.11,0.4.11,31,0,19,5,4,0,0,3,2,20,2,0,0,1,3,1,0,0,4,13,0,0,0,0,0,0,0,0,24,140,3586,12076,0x037eb59665afccd8a9c09a16621a13e51064da9f
176,126,48,8,0.5.12,0.5.12,32,0,21,4,2,0,5,2,5,25,5,0,1,1,3,1,2,0,4,16,0,0,0,0,9,0,0,0,35,119,3774,4258,0x02048d70104baa4f6f267681a1a18161a570fc85
178,110,22,46,0.6.11,0.6.11,0,0,9,3,1,0,1,1,2,10,2,0,2,0,0,0,2,0,3,4,0,0,0,0,4,0,0,0,14,33,1361,12718,0x00000000219ab540356cbb839cbe05303d7705fa
178,141,17,9,^0.4.2,0.4.2,32,0,24,11,11,0,0,3,8,29,8,0,0,0,5,0,0,0,0,9,0,0,7,0,0,0,0,0,45,88,2258,4142,0x01afc37f4f85babc47c0e2d0eababc7fb49793c8
1785,1039,210,442,^0.4.24,0.4.24,32,0,105,8,3,0,7,8,63,54,63,2,1,4,12,3,8,0,12,41,0,0,0,0,14,0,1,1,181,305,11443,32792,0x004a0ea16df8e38e9107461dffe34d6a7f9caab1
1785,775,266,181,^0.8.0,0.8.0,109,0,140,16,2,0,5,3,30,105,30,3,5,4,14,2,3,0,18,63,0,0,0,1,37,37,0,5,171,259,8261,24028,0x0000000a95cdc345c1f71e361ece941ab2149fbe
179,129,35,15,^0.4.9,0.4.9,15,0,24,3,3,0,5,2,15,19,15,1,0,0,1,0,0,0,3,23,0,0,0,0,2,0,0,0,49,119,3011,5958,0x031b042210b3f22f4aecfc75dc317f1e2c96b98c
179,144,24,13,^0.4.11,0.4.11,29,0,25,4,3,0,0,3,6,29,6,1,0,1,3,0,0,0,4,21,0,0,0,0,0,0,0,0,41,100,2881,9710,0x0353837b32aa01d335becedc57a329b8ce0619a7
18,17,1,0,^0.4.25,0.4.25,2,0,6,1,1,0,0,0,3,4,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,10,28,500,2,0x021e5e6ab3efe5eb0c060b4c4c523c7470787ef5
18,17,1,0,^0.4.25,0.4.25,3,0,4,1,1,0,0,0,2,4,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,8,25,384,2,0x0148179f1ff77e236e97b646502261ea29517d32
1803,929,317,234,>=0.4.24 <0.7.0,0.6.0,116,0,147,16,6,0,16,17,44,124,44,2,3,6,6,3,1,0,32,62,0,0,0,0,36,9,0,1,213,0,2,174,0x03E48857621881eBBD986b6763C1505FF17456D9
181,82,33,21,^0.4.24,0.4.24,20,0,14,4,3,0,3,4,1,14,1,0,0,1,0,1,0,0,4,6,0,0,0,0,3,0,0,0,16,63,1641,3878,0x01e0f57c42bf976676ea1daa1b04d69aba6bdaf3
181,96,35,20,^0.4.15,0.4.15,24,0,15,7,6,0,0,2,1,18,1,0,0,1,3,1,0,0,0,10,0,0,0,0,0,0,0,0,20,98,2345,4312,0x0339f0a4ebd50da09aa623e1d3e341c5b66851cf
1827,973,480,156,^0.4.24,0.4.24,134,0,147,16,10,0,12,8,50,123,50,2,3,3,21,6,2,0,5,35,0,0,0,0,46,0,0,0,223,509,14096,48866,0x003ad9c18bc279f40632e7e5de2fd213931215d0
183,64,37,39,0.4.24,0.4.24,16,0,9,2,1,0,0,2,1,9,1,0,1,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,11,111,2908,4374,0x01003e4f6351c25dec19007f8f0adf1e9fe68bec
184,136,48,0,^0.5.2,0.5.2,38,0,26,6,4,0,4,2,1,31,1,0,1,1,3,0,0,0,5,17,0,0,0,0,9,0,0,0,33,119,3834,7978,0x0306e522cefd3cdc3ce63a60686eb1a0c0e6f467
1841,1137,253,139,0.4.25,0.4.25,160,0,103,21,14,0,21,19,4,168,4,1,4,3,20,4,10,0,8,46,0,0,0,0,80,0,2,0,176,552,14544,39644,0x02e0c94355562693b3608077732d7437bd7a78ca
185,105,21,29,0.4.21,0.4.21,14,0,17,3,1,0,1,1,3,15,3,0,1,1,1,3,1,0,3,4,0,0,0,0,0,0,1,0,21,150,3288,4826,0x037c51c8756a217a74e25a4f40fc7641452bc57c
1851,637,279,156,^0.8.0,0.8.0,114,0,103,24,4,0,9,7,9,103,9,2,8,2,5,4,6,0,4,49,0,0,0,0,32,47,0,3,124,249,9713,15420,0x0318C018fB5c9fcB57D0313Ee8D4c826eea550De
1857,728,235,154,0.4.24,0.4.24,112,0,113,5,3,0,10,12,6,102,6,0,0,2,7,1,0,0,4,105,0,0,0,0,44,0,0,0,114,92,2711,19550,0x0149e0aaea12ed0fa6ca63175051d17fd2e5afae
1859,1203,457,51,^0.8.0,0.8.0,349,0,26,19,1,0,1,7,4,394,4,0,16,0,1,2,20,0,3,7,0,0,0,0,186,6,1,0,402,81,3951,21036,0x0131e3ecf87affdeaaed6ba580345c83621748fd
186,109,0,77,^0.4.24,0.4.24,34,0,18,5,4,0,6,3,0,24,0,0,0,1,3,1,1,0,4,8,0,0,0,0,6,0,1,0,24,144,3584,5434,0x02630ee76bf9d321fc6ec109b1b5c076f2dc951e
186,84,32,62,^0.4.24,0.4.24,26,0,13,4,4,0,5,2,0,20,0,0,0,0,3,0,1,0,4,7,0,0,0,0,0,0,1,0,20,139,3545,8702,0x015c802654b62c76556da67d232d5a0602789fe2
186,91,30,65,0.4.25,0.4.25,30,0,13,4,4,0,4,2,0,20,0,0,0,0,3,0,1,0,4,7,0,0,0,0,6,0,1,0,20,155,3925,5282,0x02bc86b1f8fedf25e2b98cc8278ca8cde58cbad7
1870,1128,331,157,^0.7.0,0.7.0,70,0,160,9,1,0,2,1,141,111,141,3,2,6,6,0,1,0,37,60,0,0,0,0,44,0,0,1,394,17,556,13316,0x03416EeD4ECd6ecDf95Ac106Ca0572469d18b5CB
1871,817,224,260,0.6.8,0.6.8,142,0,139,15,8,0,15,12,36,97,36,9,3,3,4,5,6,0,10,32,0,0,0,0,16,2,1,0,169,60,2377,14314,0x02827D495B2bBe37e1C021eB91BCdCc92cD3b604
1876,604,255,257,>=0.6.2 <0.8.0,0.7.0,99,0,120,14,2,0,5,3,19,118,19,2,5,5,8,0,1,0,15,96,0,0,0,0,57,31,0,2,158,28,855,1408,0x0392e536919866b41617af51af38ff0c1b10aef3
188,116,39,15,>=0.4.21 <0.6.0,0.5.0,24,0,18,6,4,0,6,4,1,15,1,0,0,2,1,1,2,0,5,4,0,0,0,0,1,0,0,0,17,108,2451,4812,0x02ee3366de8ed8072e80edb8ee77fddcd040b0e4
188,129,40,21,NA,NA,25,0,25,3,1,0,0,3,4,24,4,0,1,1,3,1,3,0,0,10,0,0,2,0,4,0,1,0,32,179,3870,5930,0x01d5ca206cbb7a42dd227c9c554b24d3eba2190b
1899,1196,257,206,^0.4.23,0.4.23,97,0,175,13,8,0,13,24,70,151,70,8,3,2,5,3,12,0,23,141,0,0,0,0,7,0,1,8,299,383,9257,24390,0x0224853bdff6b04ce259d87303b7523d4e16d656
190,147,43,0,^0.5.0,0.5.0,39,0,29,4,2,0,4,2,1,34,1,0,1,1,3,0,0,0,8,22,0,0,0,0,11,0,0,0,36,103,3667,8642,0x0316155671a6b372d68323ec798f597675110896
1907,1088,218,450,^0.4.24,0.4.24,40,0,106,8,3,0,9,7,69,58,69,2,1,4,12,3,10,0,12,40,0,0,0,0,14,0,1,1,197,324,12177,42256,0x0248d2dbbf900dcd93ffbd902de779ae0dd5eec0
1918,789,249,186,^0.8.0,0.8.0,141,0,123,19,2,0,16,13,18,114,18,3,6,3,13,4,3,0,4,46,0,0,0,1,44,49,0,3,154,300,10957,44318,0x0064c8db3062fec24600a783946b252a71efe055
192,154,38,0,^0.4.24,0.4.24,30,0,19,8,7,0,8,3,2,22,2,0,0,1,3,0,0,0,4,13,0,0,0,0,6,0,0,0,26,132,3332,11458,0x02fbb92f8d4e1cfdfb00bf0d07b3e554943d9df6
1927,1098,225,453,^0.4.24,0.4.24,38,0,106,8,3,0,10,8,68,59,68,2,1,4,12,3,11,0,12,40,0,0,0,0,14,0,1,1,196,337,12484,42254,0x0198b0d6f20ba5ff8d32f6f2e1358896d5f01ec6
195,117,32,55,^0.4.24,0.4.24,30,0,16,6,5,0,5,3,0,21,0,0,0,1,3,1,1,0,4,12,0,0,0,0,0,0,1,0,21,136,3426,4700,0x03702910bd90cfd32f23a79e9d0d2d7f31bf51f7
195,145,50,1,^0.5.2,0.5.2,38,0,26,6,4,0,4,2,1,31,1,0,1,1,3,0,0,0,5,17,0,0,0,0,9,0,0,0,33,119,3834,7978,0x024f4e507d98638a253b59f19b0e192138742696
195,166,28,1,^0.6.12,0.6.12,12,0,20,3,1,0,0,0,5,17,5,0,1,1,1,0,0,0,10,12,0,0,0,0,1,0,0,0,27,34,1544,4500,0x0317EFF63C12456Bf16b2b6baF6626d0286b59Ac
1959,717,293,266,0.6.10,0.6.10,127,0,122,19,4,0,19,15,29,112,29,4,9,5,4,6,2,0,16,58,0,0,0,0,36,14,0,0,170,393,12241,37882,0x01BD87bC97e27CB11e3c45dAB9B59Bc44edC4fc6
197,104,43,27,0.4.23,0.4.23,6,0,15,5,2,0,2,2,2,17,2,0,2,1,0,2,0,0,5,10,0,0,0,0,7,0,0,0,21,87,1962,2466,0x02ab3549536c140af39ebb1c42f25a8e70b4a10a
197,108,37,52,^0.4.24,0.4.24,33,0,18,5,5,0,6,3,0,24,0,0,0,0,3,1,1,0,4,8,0,0,0,0,0,0,1,0,24,184,4564,11552,0x0123aefa442e24cfffe945d7d5efc89e7bf36f59
1971,644,292,256,^0.7.0,0.7.0,105,0,132,15,2,0,8,4,21,125,21,2,5,5,8,1,2,0,15,94,0,0,0,0,55,34,0,2,169,210,6745,30654,0x0017a48686659Fd40c0c71B57267d3eB506aA434
198,106,34,58,^0.4.20,0.4.20,31,0,18,5,3,0,0,3,0,24,0,0,1,1,3,1,1,0,4,8,0,0,0,0,0,0,1,0,24,152,3705,4812,0x01dae2898900622f79c5d09e7363693cd1f48be8
198,85,26,24,0.4.24,0.4.24,18,0,13,3,3,0,2,2,0,14,0,5,0,0,0,1,2,0,0,1,0,0,0,0,5,0,1,0,14,67,1682,5094,0x02a492c34319b52abb009a4c45ccee159dbde6cb
199,102,38,24,^0.5.0,0.5.0,27,0,11,3,2,0,4,4,0,16,0,0,1,0,1,1,0,0,0,2,0,0,0,0,5,0,1,0,16,75,1510,2,0x000adad69101420129a64715a1a52b7348c5e633
199,125,48,15,^0.4.11,0.4.11,30,0,18,5,5,0,0,3,9,27,9,1,0,0,3,0,0,0,0,15,0,0,8,0,0,0,0,0,45,91,2535,5060,0x036407f23d5e1c1486f7488332cf54bf06e5f09f
1990,1457,249,155,^0.4.9,0.4.9,44,0,246,6,5,0,0,7,123,156,123,28,0,1,9,5,7,0,0,173,0,0,10,0,0,0,1,10,412,196,4607,23816,0x03af37073258b08ffff303e9e07e8a0b7bfc4fd9
20,15,5,0,0.5.10,0.5.10,1,0,2,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,365,1648,0x01ebd1fbbe06be7d0936282da12fae2cde9c700d
200,101,28,16,^0.4.13,0.4.13,25,0,16,6,5,0,5,2,2,19,2,0,0,1,3,0,0,0,4,13,0,0,0,0,6,0,0,0,23,111,2827,4664,0x00359e48665c081ecba0519cacff26c7ca889296
200,101,29,15,^0.4.18,0.4.18,25,0,16,6,5,0,0,2,2,19,2,0,0,1,3,0,0,0,4,13,0,0,0,0,6,0,0,0,23,111,2827,4662,0x01424fdf20d1d75c4e3096c093e53ed3b2af7c15
200,160,35,5,^0.4.16,0.4.16,27,0,20,6,4,0,0,1,18,19,18,0,2,0,1,6,0,0,0,16,0,0,0,0,0,0,0,0,55,138,3510,9138,0x022c635044ba01ced1e098bc32e62a954147f2de
2009,1045,244,180,^0.4.24,0.4.24,102,0,181,18,14,0,11,7,61,123,61,27,1,3,14,3,0,0,36,76,0,0,0,0,36,0,0,8,253,464,12115,28300,0x0111ac7e9425c891f935c4ce54cf16db7c14b7db
2009,701,310,259,^0.8.0,0.8.0,114,0,155,15,2,0,8,4,21,131,21,3,5,5,9,1,3,0,17,99,0,0,0,1,57,34,0,3,177,288,8893,39306,0x02560112988e2495261b8ff6f9daD64ee566a324
201,155,44,3,^0.4.25,0.4.25,44,0,26,5,4,0,7,7,3,27,3,0,0,1,3,3,1,0,4,16,0,0,0,0,0,0,1,0,33,186,4334,12444,0x012910aa43d4be652a67935db4cc4db4b14593f5
201,84,29,19,^0.5.0,0.5.0,24,0,9,5,3,0,0,2,1,18,1,0,2,0,0,0,0,0,0,5,0,0,0,0,13,0,0,0,20,45,1376,5442,0x015520eD3Eae702EC05F09B6402EA5830A43CE14
201,92,31,43,^0.4.25,0.4.25,9,0,16,1,1,0,0,0,7,7,7,0,0,0,1,0,1,0,0,4,0,0,0,0,5,0,1,0,21,100,2235,5032,0x03f69791513022d8b67facf221b98243346df7cb
2010,1051,379,206,^0.6.0,0.6.0,259,0,157,17,4,0,24,25,36,187,36,0,7,4,12,1,15,0,29,75,0,0,0,3,58,24,0,1,263,408,14500,30496,0x03dbdff2324a4eb976671b2124db7a88b939cd3a
2019,671,308,268,>=0.6.0 <0.8.0,0.7.0,108,0,139,15,2,0,10,6,21,130,21,2,5,5,9,1,2,0,15,98,0,0,0,0,58,35,0,2,174,274,8808,41282,0x01Cb72F4Ea320FE99f93B619354dDFA11847c1ad
202,111,26,29,^0.4.16,0.4.16,20,0,19,4,2,0,0,2,1,17,1,0,1,1,3,1,0,0,0,9,0,0,0,0,0,0,0,0,19,143,3519,11356,0x0566c17dc2a9efcaa2f63e04cf06a69e8fc77f60
203,108,14,53,0.5.8,0.5.8,15,0,7,1,1,0,0,0,2,4,2,1,0,0,1,1,1,0,0,3,0,0,0,0,3,0,0,0,8,32,943,4046,0x000000000063b99b8036c31e91c64fc89bff9ca7
203,117,41,49,^0.4.6,0.4.6,2,0,25,1,1,0,0,0,17,8,17,0,0,0,1,6,1,0,0,6,0,0,10,0,0,0,1,0,42,98,1745,4134,0x022de2e28a61f9d197f8966dd0fc8f7ddf70f2dc
203,142,40,21,^0.4.24,0.4.24,21,0,32,3,3,0,2,2,0,57,0,0,0,0,6,2,0,0,0,13,0,0,0,0,26,0,0,0,57,247,6156,17580,0x02647d32b2633cf89434d8f371658b6a74d55bf9
203,160,43,0,^0.5.9,0.5.9,37,0,28,4,2,0,9,2,1,31,1,0,1,1,3,0,1,0,5,18,0,0,0,0,10,0,0,0,33,151,3772,14444,0x03fb52d4ee633ab0d06c833e32efdd8d388f3e6a
203,170,33,0,^0.5.8,0.5.8,28,0,32,3,1,0,0,2,5,32,5,0,1,1,4,0,0,0,10,19,0,0,0,0,8,0,0,0,42,133,3445,12276,0x0360a5eb4202e65e2aa4825090062993c04fa536
204,104,26,43,^0.4.19,0.4.19,21,0,15,4,3,0,0,3,1,14,1,0,1,0,3,1,1,0,0,5,0,0,0,0,0,0,0,0,16,132,3331,8696,0x02b3c88b805f1c6982e38ea1d40a1d83f159c3d4
204,144,38,11,^0.4.25,0.4.25,41,0,22,6,5,0,6,7,1,26,1,1,0,1,3,1,1,0,4,13,0,0,0,0,7,0,1,0,28,149,3934,10892,0x01c54b1c806d0ccee805bdb7689a544917abe608
205,93,26,26,^0.4.23,0.4.23,19,0,14,3,3,0,3,3,0,13,0,7,0,0,0,2,1,0,0,0,0,0,0,0,4,0,1,0,13,72,1610,3296,0x00000000441378008ea67f4284a57932b1c000a5
205,93,26,29,^0.4.23,0.4.23,19,0,14,3,3,0,3,3,0,13,0,7,0,0,0,2,1,0,0,0,0,0,0,0,4,0,1,0,13,72,1610,3092,0x00000000bbcf7700a1b403c9eb666f350707b900
2052,766,312,197,^0.8.0,0.8.0,156,0,145,23,3,0,23,15,17,131,17,2,8,4,8,4,1,0,4,66,0,0,0,2,45,44,0,3,170,349,11911,27526,0x018955A148DBB50B66B27F9C0c83Fe9981365Df1
207,105,39,21,^0.5.2,0.5.2,30,0,17,4,2,0,5,5,2,20,2,0,1,1,0,1,0,0,5,9,0,0,0,0,5,0,0,0,24,68,1590,5786,0x0257e647404ebf460266048a2b87ed352fb45c7d
207,108,35,64,^0.4.24,0.4.24,33,0,18,5,5,0,6,3,0,24,0,0,0,0,3,1,1,0,4,8,0,0,0,0,0,0,1,0,24,184,4564,5860,0x031ac79c8e01adbd6f305578107e5424f10dfbef
